listing_id,product_family_key,brand,device_type,price_usd,condition_grade,condition_tier,gpu_brand,processor_brand,processor_family,processor_generation,processor_speed_ghz,os,storage_type,hdd_capacity_gb,ssd_capacity_gb,total_storage_gb,storage_tier,ram_gb,ram_tier,screen_size_inch,screen_tier,display_width_px,display_height_px,color,feature_count,has_touchscreen,has_backlit_keyboard,has_bluetooth,has_wifi
110,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,65.06,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
111,Lenovo_Unknown_Unk_Unk_Unk,Lenovo,Other,61.6,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
112,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,26.05,Used,Used,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
113,Dell_i5_Unk_512GB_14-16in,Dell,Notebook/Laptop,384.5,Used,Used,Intel,Intel,i5,4.0,2.6,Windows,Unknown,,480.0,480.0,512GB,,Unk,14.0,14-16in,1280.0,720.0,Other,3,False,False,False,True
114,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,13.02,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
115,Dell_Other/Unspecified_Unk_Unk_14-16in,Dell,Other,24.25,Used,Used,Other,Other,Other/Unspecified,,,Unknown,Unknown,,,,Unk,,Unk,15.6,14-16in,,,Other,0,False,False,False,False
116,Dell_i5_Unk_256GB_12-14in,Dell,Notebook/Laptop,470.5,Used,Used,Intel,Intel,i5,6.0,2.8,Windows,Unknown,,240.0,240.0,256GB,,Unk,12.5,12-14in,1920.0,1080.0,Other,7,True,True,True,True
117,Acer_celeron_4GB_256GB_14-16in,Acer,Notebook/Laptop,90.0,Used,Used,Intel,Intel,celeron,,1.1,Windows,SSD,128.0,128.0,256.0,256GB,4.0,4GB,14.0,14-16in,1920.0,1080.0,Silver,6,False,False,True,True
118,Other/Unbranded_celeron_8GB_512GB_14-16in,Other/Unbranded,Notebook/Laptop,420.0,New,New,Other,Intel,celeron,,,Windows,SSD,256.0,256.0,512.0,512GB,8.0,8GB,14.1,14-16in,,,Other,0,False,False,False,False
119,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,7.26,Used,Used,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
120,Dell_Other/Unspecified_8GB_128GB_Sub-12in,Dell,Notebook/Laptop,199.0,Used,Used,Intel,Intel,Other/Unspecified,,1.2,Windows,SSD,,128.0,128.0,128GB,8.0,8GB,11.6,Sub-12in,,,Other,1,False,False,False,False
121,Microsoft_i7_8GB_512GB_12-14in,Microsoft,Notebook/Laptop,200.0,Unknown,Unknown,Intel,Intel,i7,7.0,2.5,Windows,SSD,256.0,256.0,512.0,512GB,8.0,8GB,13.5,12-14in,2256.0,1504.0,Silver,5,True,True,True,True
122,HP_i5_8GB_512GB_14-16in,HP,Notebook/Laptop,390.0,New,New,Intel,Intel,i5,11.0,2.4,Windows,SSD,256.0,256.0,512.0,512GB,8.0,8GB,15.6,14-16in,1920.0,1080.0,Silver,3,False,False,True,False
123,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,582.5,Used,Used,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
124,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,42.3,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
125,Other/Unbranded_i5_Unk_256GB_12-14in,Other/Unbranded,Notebook/Laptop,405.5,Used,Used,Intel,Intel,i5,6.0,3.0,Windows,SSD,,240.0,240.0,256GB,,Unk,13.3,12-14in,1280.0,720.0,Other,4,False,False,True,True
126,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,298.8,Used,Used,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
127,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,81.4,Used,Used,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
128,Other/Unbranded_i3_Unk_Unk_14-16in,Other/Unbranded,Other,380.0,Used,Used,Other,Intel,i3,,,Unknown,Unknown,,,,Unk,,Unk,15.6,14-16in,,,Other,0,False,False,False,False
129,Dell_core2duo_4GB_256GB_14-16in,Dell,Notebook/Laptop,125.0,Used,Used,Other,Intel,core 2 duo,,2.0,Windows,HDD/SSD,160.0,,160.0,256GB,3.0,4GB,15.4,14-16in,1280.0,800.0,Black,1,False,False,False,True
130,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,111.5,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
131,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,78.2,Unknown,Unknown,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
132,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,32.56,Used,Used,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
133,Lenovo_ryzen5_8GB_512GB_14-16in,Lenovo,Other,250.0,Unknown,Unknown,Other,AMD,ryzen 5,,2.1,Windows,SSD,256.0,256.0,512.0,512GB,8.0,8GB,15.6,14-16in,1920.0,1080.0,Black,0,False,False,False,False
134,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,344.5,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Black,0,False,False,False,False
135,Other/Unbranded_i5_Unk_256GB_12-14in,Other/Unbranded,Notebook/Laptop,405.5,Used,Used,Intel,Intel,i5,6.0,3.0,Windows,SSD,,240.0,240.0,256GB,,Unk,13.3,12-14in,1280.0,720.0,Other,4,False,False,True,True
136,HP_pentium_4GB_128GB_14-16in,HP,Notebook/Laptop,140.0,Unknown,Unknown,Intel,Intel,pentium,,1.1,Chrome,SSD,64.0,64.0,128.0,128GB,4.0,4GB,14.0,14-16in,1366.0,768.0,Silver,4,False,False,True,True
137,HP_Unknown_8GB_512GB_12-14in,HP,Notebook/Laptop,759.0,Unknown,Unknown,Other,Unknown,Unknown,,,Windows,SSD,256.0,256.0,512.0,512GB,8.0,8GB,13.0,12-14in,1920.0,1080.0,Other,5,False,True,True,True
138,Lenovo_i7_16GB_512GB_14-16in,Lenovo,Notebook/Laptop,1197.0,Unknown,Unknown,Intel,Intel,i7,13.0,1.7,Windows,SSD,,512.0,512.0,512GB,16.0,16GB,14.0,14-16in,1920.0,1200.0,Other,3,False,False,True,True
139,Dell_Other/Unspecified_Unk_Unk_14-16in,Dell,Notebook/Laptop,400.0,Used,Used,Other,Intel,Other/Unspecified,,,Unknown,Unknown,,,,Unk,,Unk,15.6,14-16in,,,Other,1,True,False,False,False
140,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,96.56,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
141,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,26.16,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
142,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,425.5,Used,Used,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
143,Lenovo_i5_Unk_1TB_14-16in,Lenovo,Notebook/Laptop,461.8,Used,Used,Intel,Intel,i5,3.0,3.0,Windows,HDD/SSD,500.0,120.0,620.0,1TB,,Unk,14.0,14-16in,1280.0,720.0,Other,4,False,False,True,True
144,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,216.0,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Black,0,False,False,False,False
145,Dell_i5_Unk_256GB_12-14in,Dell,Notebook/Laptop,487.5,Used,Used,Intel,Intel,i5,6.0,2.8,Windows,Unknown,,240.0,240.0,256GB,,Unk,12.5,12-14in,1920.0,1080.0,Other,5,True,False,True,True
146,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,449.2,Refurbished - Seller Grade,Refurbished,Nvidia,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Black,0,False,False,False,False
147,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,487.2,Used,Used,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
148,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,530.0,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
149,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,354.0,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
150,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,859.0,Used,Used,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
151,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,1724.0,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
152,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,812.0,Used,Used,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
153,AUO_Unknown_Unk_Unk_Unk,AUO,Other,70.3,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
154,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,22.34,For Parts / Not Working,End-of-Life,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
155,Other/Unbranded_i5_4GB_Unk_Unk,Other/Unbranded,Notebook/Laptop,269.5,Used,Used,Other,Intel,i5,,2.5,Unknown,Unknown,,,,Unk,4.0,4GB,,Unk,,,Other,0,False,False,False,False
156,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,92.1,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
157,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,240.2,Refurbished - Excellent,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
158,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,357.0,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Black,0,False,False,False,False
159,Other/Unbranded_i3_Unk_256GB_12-14in,Other/Unbranded,Notebook/Laptop,436.0,Used,Used,Intel,Intel,i3,4.0,3.0,Windows,SSD,,240.0,240.0,256GB,,Unk,13.3,12-14in,1280.0,720.0,Other,4,False,False,True,True
160,Dell_i5_4GB_256GB_14-16in,Dell,Notebook/Laptop,144.0,Used,Used,Intel,Intel,i5,,2.5,Unknown,HDD/SSD,240.0,,240.0,256GB,4.0,4GB,14.0,14-16in,1600.0,900.0,Other,0,False,False,False,False
161,Dell_i5_Unk_256GB_12-14in,Dell,Notebook/Laptop,430.2,Used,Used,Intel,Intel,i5,6.0,2.8,Windows,Unknown,,240.0,240.0,256GB,,Unk,12.5,12-14in,1920.0,1080.0,Black,7,True,True,True,True
162,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,276.5,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
163,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,165.0,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
164,Dell_i5_Unk_128GB_14-16in,Dell,Notebook/Laptop,323.8,Used,Used,Intel,Intel,i5,4.0,2.6,Windows,Unknown,,120.0,120.0,128GB,,Unk,14.0,14-16in,1280.0,720.0,Black,4,False,False,True,True
165,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,88.7,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
166,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,110.06,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
167,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,475.5,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
168,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,48.84,Used,Used,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
169,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,627.0,Used,Used,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
170,Dell_i5_Unk_256GB_12-14in,Dell,Notebook/Laptop,443.8,Used,Used,Intel,Intel,i5,6.0,2.3,Windows,SSD,,240.0,240.0,256GB,,Unk,12.5,12-14in,1920.0,1080.0,Black,4,True,False,True,True
171,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,650.5,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
172,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,94.1,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
173,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,269.2,Used,Used,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Black,0,False,False,False,False
174,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,425.2,Refurbished - Excellent,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
175,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,546.5,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
176,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,1752.0,Used,Used,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
177,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,2108.0,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Black,0,False,False,False,False
178,LG_Unknown_Unk_Unk_Unk,LG,Other,93.75,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
179,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,81.9,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
180,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,113.75,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
181,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,358.8,Used,Used,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
182,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,301.5,Used,Used,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
183,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,103.2,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
184,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,108.06,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
185,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,91.2,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
186,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,106.56,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
187,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,85.75,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
188,LG_Unknown_Unk_Unk_Unk,LG,Other,93.25,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
189,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,81.6,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
190,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,41.5,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
191,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,296.8,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
192,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,84.2,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
193,Dell_i5_4GB_256GB_14-16in,Dell,Notebook/Laptop,75.0,Used,Used,Intel,Intel,i5,4.0,2.7,Windows,HDD/SSD,200.0,,200.0,256GB,4.0,4GB,14.0,14-16in,,,Silver,3,False,False,True,True
194,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,166.2,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
195,Lenovo_i3_Unk_128GB_12-14in,Lenovo,Notebook/Laptop,456.8,Refurbished - Seller Grade,Refurbished,Intel,Intel,i3,7.0,3.0,Windows,SSD,,120.0,120.0,128GB,,Unk,13.3,12-14in,1280.0,720.0,Other,3,False,False,True,True
196,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,959.0,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
197,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,27.12,Used,Used,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
198,Dell_i5_Unk_256GB_14-16in,Dell,Notebook/Laptop,314.5,Used,Used,Intel,Intel,i5,4.0,2.6,Windows,Unknown,,240.0,240.0,256GB,,Unk,14.0,14-16in,1280.0,720.0,Other,3,False,False,False,True
199,Dell_i5_8GB_Unk_Unk,Dell,Other,400.2,Used,Used,Other,Intel,i5,,2.3,Windows,Unknown,,,,Unk,8.0,8GB,,Unk,,,Other,0,False,False,False,False
200,Dell_Other/Unspecified_8GB_256GB_14-16in,Dell,Other,214.8,Used,Used,Intel,Other,Other/Unspecified,,1.6,Windows,Unknown,,240.0,240.0,256GB,8.0,8GB,14.0,14-16in,1366.0,768.0,Black,2,False,False,True,True
201,Lenovo_i5_Unk_512GB_14-16in,Lenovo,Notebook/Laptop,708.0,Refurbished - Seller Grade,Refurbished,Intel,Intel,i5,6.0,3.0,Windows,SSD,,480.0,480.0,512GB,,Unk,14.0,14-16in,,,Other,4,True,False,True,True
202,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,326.2,Refurbished - Seller Grade,Refurbished,Nvidia,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Black,0,False,False,False,False
203,Other/Unbranded_i3_Unk_256GB_12-14in,Other/Unbranded,Notebook/Laptop,329.8,Used,Used,Intel,Intel,i3,6.0,3.0,Windows,SSD,,256.0,256.0,256GB,,Unk,13.3,12-14in,1280.0,720.0,Other,4,False,False,True,True
204,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,110.0,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
205,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,304.5,Used,Used,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
206,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,162.8,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
207,Acer_Unknown_Unk_Unk_Unk,Acer,Other,67.06,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
208,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,382.0,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Black,0,False,False,False,False
209,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,85.7,Unknown,Unknown,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
210,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,651.5,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
211,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,104.94,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
212,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,1703.0,Used,Used,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
213,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,127.75,Unknown,Unknown,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Black,0,False,False,False,False
214,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,1291.0,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
215,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,731.5,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
216,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,827.0,Used,Used,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
217,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,310.8,Used,Used,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
218,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,335.8,Used,Used,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
219,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,203.0,Used,Used,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
220,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,101.0,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
221,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,62.94,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
222,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,116.25,Unknown,Unknown,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
223,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,20.78,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
224,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,104.44,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
225,Other/Unbranded_i5_Unk_1TB_14-16in,Other/Unbranded,Other,667.5,Refurbished - Seller Grade,Refurbished,Intel,Intel,i5,4.0,,Windows,Unknown,,960.0,960.0,1TB,,Unk,15.6,14-16in,1280.0,720.0,Other,0,False,False,False,False
226,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,332.0,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Black,0,False,False,False,False
227,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,339.2,Used,Used,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
228,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,131.2,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
229,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,29.86,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
230,Lenovo_i5_Unk_2TB_14-16in,Lenovo,Other,1132.0,Used,Used,Intel,Intel,i5,6.0,,Windows,Unknown,,2000.0,2000.0,2TB,,Unk,14.0,14-16in,,,Black,0,False,False,False,False
