Brand,Price,Condition,GPU,Processor_Family,Processor_Speed_GHz,Type,OS,Storage_Type,Storage_GB,Screen_Size_in,RAM_GB,Model_Key
acer,199.0,Used,other,i5,2.3,notebook/laptop,windows,ssd,256.0,12.0,8.0,acer_i5_small
dell,129.0,Used,other,i7,,notebook/laptop,windows,hdd/ssd,1024.0,15.6,8.0,dell_i7_standard
dell,56.0,Used,intel,celeron,1.6,notebook/laptop,chrome,emmc,16.0,11.6,4.0,dell_celeron_small
other,229.0,Used,other,other,,notebook/laptop,windows,ssd,256.0,14.0,16.0,other_other_mid
dell,159.0,Used,intel,i3,1.7,notebook/laptop,windows,ssd,2048.0,13.3,16.0,dell_i3_mid
dell,120.0,Unknown,intel,i5,3.6,notebook/laptop,windows,ssd,256.0,13.3,8.0,dell_i5_mid
dell,300.0,Used,other,other,,other,unknown,unknown,256.0,,,dell_other_unknown
dell,527.0,Refurbished,other,i5,1.7,notebook/laptop,windows,ssd,256.0,14.0,16.0,dell_i5_mid
dell,549.0,Used,intel,celeron,1.1,notebook/laptop,chrome,ssd,32.0,11.6,4.0,dell_celeron_small
hp,170.0,Unknown,intel,i7,2.6,notebook/laptop,windows,ssd,256.0,15.6,8.0,hp_i7_standard
dell,600.0,Unknown,intel,i7,1.7,notebook/laptop,windows,ssd,512.0,15.6,16.0,dell_i7_standard
dell,40.0,Used,other,i5,2.6,notebook/laptop,windows,hdd/ssd,320.0,14.0,4.0,dell_i5_mid
lenovo,400.0,Refurbished,other,i7,2.8,notebook/laptop,windows,ssd,1024.0,14.0,32.0,lenovo_i7_mid
other,276.2,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
hp,107.56,Used,other,other,1.5,notebook/laptop,windows,ssd,128.0,15.6,8.0,hp_other_standard
other,300.0,Used,other,pentium,,notebook/laptop,windows,hdd/ssd,640.0,15.5,,other_pentium_standard
microsoft,625.0,Refurbished,other,i5,,notebook/laptop,unknown,ssd,512.0,13.5,16.0,microsoft_i5_mid
dell,469.0,Used,nvidia,i7,2.8,notebook/laptop,windows,other,1024.0,15.6,16.0,dell_i7_standard
dell,229.6,Open Box,other,other,2.7,notebook/laptop,windows,ssd,128.0,11.6,4.0,dell_other_small
asus,27.98,Used,other,celeron,1.6,other,chrome,ssd,16.0,11.6,4.0,asus_celeron_small
lenovo,155.0,Used,other,i5,1.6,notebook/laptop,unknown,ssd,256.0,12.5,8.0,lenovo_i5_mid
dell,160.0,Used,other,i5,2.2,notebook/laptop,windows,ssd,256.0,14.0,8.0,dell_i5_mid
dell,80.0,Used,other,i5,,notebook/laptop,windows,ssd,250.0,14.0,,dell_i5_mid
dell,280.0,Used,intel,i7,2.6,other,windows,ssd,512.0,14.0,8.0,dell_i7_mid
dell,260.0,Used,other,i5,2.6,other,unknown,ssd,256.0,14.0,,dell_i5_mid
dell,399.0,Unknown,intel,other,2.6,notebook/laptop,windows,ssd,256.0,14.0,8.0,dell_other_mid
microsoft,799.0,Open Box,other,i5,4.8,notebook/laptop,windows,ssd,256.0,13.0,16.0,microsoft_i5_mid
asus,90.0,Used,intel,i3,2.2,notebook/laptop,windows,hdd/ssd,160.0,15.6,8.0,asus_i3_standard
acer,29.0,Unknown,other,celeron,1.0,notebook/laptop,chrome,ssd,16.0,,4.0,acer_celeron_unknown
hp,170.0,Used,intel,i7,3.4,other,windows,hdd/ssd,1024.0,,16.0,hp_i7_unknown
other,8.85,New,other,other,,other,unknown,unknown,,,,other_other_unknown
hp,389.0,Unknown,nvidia,i7,2.7,notebook/laptop,windows,ssd,512.0,15.6,16.0,hp_i7_standard
hp,506.0,Refurbished,intel,i7,4.0,notebook/laptop,windows,ssd,512.0,15.6,16.0,hp_i7_standard
asus,600.0,Unknown,nvidia,i7,2.6,notebook/laptop,windows,ssd,1024.0,15.6,16.0,asus_i7_standard
lenovo,320.5,Refurbished,amd,ryzen7,,notebook/laptop,windows,ssd,512.0,14.0,16.0,lenovo_ryzen7_mid
other,11.38,New,other,other,,other,unknown,unknown,,,,other_other_unknown
acer,199.0,Used,other,i5,2.3,notebook/laptop,windows,ssd,256.0,12.0,8.0,acer_i5_small
dell,286.8,Used,intel,i5,2.6,notebook/laptop,windows,unknown,120.0,14.0,,dell_i5_mid
lenovo,550.0,Open Box,intel,i7,4.7,notebook/laptop,windows,ssd,512.0,15.6,12.0,lenovo_i7_standard
samsung,99.0,Used,other,celeron,,other,chrome,unknown,,,,samsung_celeron_unknown
dell,125.0,Used,other,i5,,notebook/laptop,unknown,ssd,,13.3,,dell_i5_mid
other,130.5,For Parts,other,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,886.0,Used,other,i5,,notebook/laptop,windows,ssd,512.0,13.3,8.0,lenovo_i5_mid
other,173.0,Used,amd,other,,other,unknown,unknown,,,,other_other_unknown
lg,675.0,Used,other,i7,,notebook/laptop,windows,unknown,1024.0,17.3,32.0,lg_i7_large
dell,90.0,Used,intel,i5,3.9,notebook/laptop,unknown,ssd,512.0,,16.0,dell_i5_unknown
dell,126.5,Refurbished,intel,i3,2.5,notebook/laptop,windows,hdd/ssd,500.0,15.0,8.0,dell_i3_standard
other,75.94,Used,other,i5,2.5,notebook/laptop,windows,ssd,500.0,12.5,8.0,other_i5_mid
acer,430.0,Used,amd,ryzen5,2.1,notebook/laptop,windows,ssd,256.0,15.6,8.0,acer_ryzen5_standard
other,650.0,Used,nvidia,i7,2.3,notebook/laptop,windows,ssd,512.0,15.6,16.0,other_i7_standard
lenovo,126.56,Used,other,i5,,notebook/laptop,windows,ssd,256.0,14.0,8.0,lenovo_i5_mid
hp,283.8,Used,intel,i7,1.8,notebook/laptop,windows,other,256.0,,16.0,hp_i7_unknown
lenovo,362.2,Refurbished,intel,i5,4.2,notebook/laptop,windows,ssd,512.0,13.3,16.0,lenovo_i5_mid
other,50.62,Used,intel,celeron,1.9,notebook/laptop,windows,hdd/ssd,128.0,15.6,4.0,other_celeron_standard
other,739.0,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
hp,443.0,Used,amd,i7,1.8,other,windows,ssd,1024.0,14.0,32.0,hp_i7_mid
other,34.8,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
acer,506.2,Used,amd,ryzen5,2.1,notebook/laptop,windows,ssd,256.0,15.6,8.0,acer_ryzen5_standard
other,519.5,Open Box,other,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,400.0,Refurbished,other,i7,2.8,notebook/laptop,windows,ssd,1024.0,14.0,32.0,lenovo_i7_mid
lenovo,151.8,Unknown,intel,celeron,1.1,notebook/laptop,windows,emmc,64.0,10.3,4.0,lenovo_celeron_small
hp,239.1,Used,amd,i5,1.6,notebook/laptop,windows,ssd,256.0,13.3,8.0,hp_i5_mid
other,1115.0,Open Box,other,other,,other,unknown,unknown,,,,other_other_unknown
other,54.38,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,129.4,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,326.2,New,intel,other,,other,unknown,unknown,,,,other_other_unknown
dell,442.8,Refurbished,intel,i7,4.6,notebook/laptop,windows,ssd,512.0,13.3,16.0,dell_i7_mid
other,872.0,Refurbished,other,other,3.2,other,mac,ssd,,13.0,,other_other_mid
dell,300.2,Used,intel,i5,2.6,notebook/laptop,windows,unknown,120.0,14.0,,dell_i5_mid
lenovo,246.8,Used,intel,i5,3.0,notebook/laptop,windows,ssd,2048.0,14.0,32.0,lenovo_i5_mid
dell,20.0,Used,intel,celeron,,notebook/laptop,unknown,ssd,,11.6,2.0,dell_celeron_small
dell,340.0,Used,intel,i7,1.9,notebook/laptop,windows,ssd,1024.0,15.6,32.0,dell_i7_standard
samsung,49.0,Used,intel,celeron,1.6,notebook/laptop,chrome,ssd,16.0,11.6,2.0,samsung_celeron_small
other,163.1,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,456.8,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,1035.0,New,intel,i5,,notebook/laptop,windows,ssd,1024.0,16.0,16.0,other_i5_large
dell,300.0,Used,intel,i5,3.0,notebook/laptop,windows,unknown,240.0,14.0,,dell_i5_mid
dell,258.5,Used,intel,i5,3.0,notebook/laptop,windows,unknown,120.0,14.0,,dell_i5_mid
other,151.9,Refurbished,other,other,2.4,notebook/laptop,windows,ssd,1024.0,,16.0,other_other_unknown
acer,54.0,Used,intel,celeron,2.48,notebook/laptop,chrome,emmc,32.0,11.6,4.0,acer_celeron_small
other,223.2,Used,other,i5,2.3,notebook/laptop,windows,ssd,256.0,10.1,8.0,other_i5_small
other,1087.0,New,other,other,,other,unknown,unknown,,,,other_other_unknown
asus,31.0,For Parts,other,other,1.8,notebook/laptop,chrome,unknown,16.0,10.1,4.0,asus_other_small
other,108.75,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,159.0,New,intel,celeron,1.1,notebook/laptop,windows,hdd/ssd,128.0,15.6,4.0,other_celeron_standard
hp,355.8,Used,intel,i7,4.6,notebook/laptop,windows,ssd,512.0,13.3,16.0,hp_i7_mid
other,187.2,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
hp,8.99,Used,other,other,,other,unknown,unknown,,,,hp_other_unknown
other,163.1,Unknown,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,40.0,New,other,other,,other,unknown,unknown,,15.6,,other_other_standard
dell,376.0,Used,nvidia,i5,2.6,notebook/laptop,windows,unknown,240.0,14.0,,dell_i5_mid
dell,750.0,Open Box,other,i7,1.7,notebook/laptop,windows,ssd,256.0,14.0,8.0,dell_i7_mid
other,130.5,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
acer,49.5,Used,other,other,,other,chrome,unknown,,10.2,,acer_other_small
other,188.5,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
asus,3668.0,New,nvidia,i9,,notebook/laptop,windows,ssd,2048.0,18.0,32.0,asus_i9_large
other,214.2,Refurbished,other,other,,other,unknown,unknown,,,,other_other_unknown
hp,94.94,Used,amd,other,2.0,notebook/laptop,windows,ssd,120.0,15.6,,hp_other_standard
dell,318.2,Used,nvidia,i5,2.6,notebook/laptop,windows,unknown,120.0,14.0,,dell_i5_mid
other,761.5,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,934.0,Open Box,other,other,,other,unknown,unknown,,,,other_other_unknown
hp,593.5,Used,intel,i5,,other,windows,ssd,512.0,15.6,8.0,hp_i5_standard
hp,227.8,For Parts,other,i7,,notebook/laptop,windows,ssd,1024.0,13.0,,hp_i7_mid
acer,63.25,Used,other,celeron,1.4,notebook/laptop,chrome,ssd,16.0,11.6,,acer_celeron_small
other,113.9,Refurbished,intel,i5,1.7,notebook/laptop,windows,hdd/ssd,256.0,12.5,16.0,other_i5_mid
lenovo,170.9,Used,other,i5,1.6,notebook/laptop,windows,ssd,256.0,15.6,8.0,lenovo_i5_standard
other,443.0,Used,other,i7,2.4,notebook/laptop,windows,hdd/ssd,,17.3,16.0,other_i7_large
lenovo,67.5,Used,other,i5,1.9,other,unknown,hdd/ssd,500.0,14.0,,lenovo_i5_mid
dell,110.0,Used,intel,i5,2.6,notebook/laptop,windows,ssd,128.0,12.0,8.0,dell_i5_small
hp,50.0,Used,other,celeron,1.6,notebook/laptop,windows,ssd,32.0,11.6,4.0,hp_celeron_small
dell,109.94,Used,other,i5,,notebook/laptop,windows,hdd/ssd,500.0,14.0,8.0,dell_i5_mid
dell,150.0,Used,other,i5,2.5,other,linux,ssd,256.0,15.6,,dell_i5_standard
hp,114.94,Used,other,celeron,1.1,notebook/laptop,windows,hdd/ssd,500.0,15.6,4.0,hp_celeron_standard
lenovo,139.2,Used,other,i5,2.4,other,windows,ssd,120.0,12.5,,lenovo_i5_mid
lenovo,50.0,Used,other,other,,other,unknown,unknown,,14.0,3.0,lenovo_other_mid
dell,99.0,Used,other,other,1.6,notebook/laptop,unknown,hdd/ssd,,12.1,3.0,dell_other_mid
asus,229.0,Used,other,i3,,other,unknown,unknown,,,,asus_i3_unknown
dell,79.94,Unknown,intel,i7,2.7,notebook/laptop,windows,ssd,256.0,15.6,8.0,dell_i7_standard
lenovo,179.5,Used,intel,i5,2.4,notebook/laptop,windows,ssd,128.0,14.0,8.0,lenovo_i5_mid
dell,44.97,Used,other,other,2.26,notebook/laptop,unknown,unknown,,15.4,4.0,dell_other_standard
lenovo,400.0,Refurbished,other,i7,2.8,notebook/laptop,windows,hdd/ssd,2048.0,14.0,32.0,lenovo_i7_mid
hp,220.0,Open Box,intel,celeron,1.1,notebook/laptop,windows,ssd,128.0,14.0,8.0,hp_celeron_mid
dell,300.2,Used,intel,i5,2.6,notebook/laptop,windows,unknown,120.0,14.0,,dell_i5_mid
hp,300.0,New,other,i3,,notebook/laptop,windows,unknown,4.0,14.0,4.0,hp_i3_mid
lenovo,45.0,For Parts,other,other,,other,unknown,unknown,,11.6,,lenovo_other_small
dell,150.0,Used,other,i3,2.3,notebook/laptop,windows,ssd,512.0,13.3,,dell_i3_mid
acer,280.0,Used,other,ryzen3,,other,windows,ssd,512.0,15.6,20.0,acer_ryzen3_standard
microsoft,599.0,Unknown,other,other,1.8,notebook/laptop,windows,ssd,256.0,13.0,16.0,microsoft_other_mid
dell,269.0,Used,intel,i5,2.4,notebook/laptop,windows,ssd,512.0,14.0,8.0,dell_i5_mid
hp,300.0,Unknown,intel,i5,2.4,notebook/laptop,windows,ssd,256.0,14.0,8.0,hp_i5_mid
lenovo,819.5,New,other,ryzen7,,notebook/laptop,unknown,unknown,512.0,14.0,,lenovo_ryzen7_mid
dell,330.0,Refurbished,other,i7,1.9,notebook/laptop,windows,ssd,512.0,13.3,16.0,dell_i7_mid
hp,210.0,Refurbished,other,i5,2.5,notebook/laptop,windows,ssd,800.0,14.0,16.0,hp_i5_mid
dell,350.0,Used,other,i7,,notebook/laptop,windows,ssd,256.0,15.6,8.0,dell_i7_standard
lenovo,220.0,Used,amd,ryzen7,2.2,notebook/laptop,windows,ssd,,15.6,16.0,lenovo_ryzen7_standard
dell,90.0,Used,intel,i5,2.5,notebook/laptop,windows,hdd/ssd,160.0,14.1,4.0,dell_i5_standard
dell,248.5,Used,intel,i3,1.7,notebook/laptop,windows,ssd,120.0,13.3,8.0,dell_i3_mid
hp,727.0,Used,other,i5,,notebook/laptop,unknown,unknown,256.0,13.5,16.0,hp_i5_mid
hp,210.0,Used,other,i7,2.6,notebook/laptop,windows,ssd,256.0,11.6,8.0,hp_i7_small
asus,806.0,Unknown,nvidia,ryzen7,3.2,notebook/laptop,windows,ssd,1024.0,14.0,16.0,asus_ryzen7_mid
lenovo,699.0,Refurbished,other,i7,3.0,notebook/laptop,windows,ssd,512.0,14.0,16.0,lenovo_i7_mid
hp,99.0,Used,amd,other,2.0,notebook/laptop,windows,hdd/ssd,750.0,15.6,4.0,hp_other_standard
dell,139.0,Refurbished,other,i5,2.5,notebook/laptop,windows,ssd,128.0,14.0,8.0,dell_i5_mid
dell,550.0,Used,other,i5,2.3,notebook/laptop,unknown,other,,12.5,8.0,dell_i5_mid
acer,40.0,Used,other,celeron,1.4,notebook/laptop,chrome,unknown,,11.6,16.0,acer_celeron_small
dell,125.0,For Parts,other,other,2.8,notebook/laptop,unknown,other,,14.0,4.0,dell_other_mid
hp,140.0,Used,intel,celeron,1.1,notebook/laptop,chrome,emmc,32.0,14.0,4.0,hp_celeron_mid
lenovo,45.0,Used,other,celeron,1.6,other,chrome,ssd,16.0,11.6,4.0,lenovo_celeron_small
samsung,119.5,Refurbished,intel,celeron,1.1,notebook/laptop,chrome,emmc,32.0,14.0,4.0,samsung_celeron_mid
dell,237.5,Used,other,other,1.66,notebook/laptop,windows,hdd/ssd,500.0,15.0,4.0,dell_other_standard
dell,290.0,Refurbished,other,i7,1.9,notebook/laptop,windows,ssd,512.0,13.0,16.0,dell_i7_mid
acer,55.0,Used,other,i3,,notebook/laptop,unknown,unknown,,13.7,,acer_i3_mid
dell,140.0,Used,other,i5,1.7,notebook/laptop,windows,ssd,256.0,14.0,16.0,dell_i5_mid
other,2340.0,New,nvidia,i7,3.8,other,linux,ssd,1024.0,15.6,0.0625,other_i7_standard
dell,159.8,Used,other,i5,2.6,notebook/laptop,windows,ssd,256.0,14.0,16.0,dell_i5_mid
acer,249.9,Unknown,intel,i3,4.1,notebook/laptop,windows,ssd,128.0,15.6,4.0,acer_i3_standard
other,221.5,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
hp,199.0,Used,intel,i5,2.2,notebook/laptop,windows,ssd,256.0,15.6,16.0,hp_i5_standard
lenovo,570.0,Open Box,intel,i7,4.7,notebook/laptop,windows,ssd,512.0,15.6,12.0,lenovo_i7_standard
dell,347.8,Used,intel,i5,3.0,notebook/laptop,windows,unknown,240.0,14.0,,dell_i5_mid
dell,167.0,Used,intel,i5,2.6,notebook/laptop,windows,ssd,240.0,12.5,16.0,dell_i5_mid
samsung,38.0,Used,intel,celeron,2.5,notebook/laptop,chrome,ssd,16.0,11.6,4.0,samsung_celeron_small
asus,1617.0,Unknown,intel,i7,2.3,notebook/laptop,windows,ssd,1024.0,16.0,16.0,asus_i7_large
dell,107.94,Used,intel,i5,2.4,notebook/laptop,windows,ssd,256.0,14.0,8.0,dell_i5_mid
hp,54.0,Used,intel,celeron,1.6,notebook/laptop,chrome,ssd,16.0,11.6,4.0,hp_celeron_small
lenovo,94.94,Used,other,other,,notebook/laptop,windows,unknown,,15.0,,lenovo_other_standard
asus,295.0,Used,nvidia,i7,2.4,notebook/laptop,windows,hdd/ssd,500.0,15.0,16.0,asus_i7_standard
other,205.6,New,other,other,,other,unknown,unknown,,,,other_other_unknown
hp,720.0,New,intel,i7,5.0,notebook/laptop,windows,ssd,4096.0,15.6,64.0,hp_i7_standard
other,400.0,Used,other,i7,,notebook/laptop,unknown,unknown,,14.1,,other_i7_standard
dell,190.0,Used,other,i5,2.1,notebook/laptop,windows,ssd,1024.0,14.0,16.0,dell_i5_mid
other,284.0,Used,amd,i7,2.5,other,windows,other,256.0,15.6,16.0,other_i7_standard
other,40.0,Used,other,celeron,1.5,notebook/laptop,unknown,hdd/ssd,,15.0,2.0,other_celeron_standard
lenovo,110.0,New,other,celeron,1.1,other,chrome,emmc,32.0,11.6,32.0,lenovo_celeron_small
lenovo,31.66,Used,other,other,1.83,other,chrome,ssd,16.0,11.6,,lenovo_other_small
other,348.0,Used,other,i5,2.4,other,unknown,ssd,,13.3,,other_i5_mid
microsoft,24.98,Used,intel,i5,2.4,notebook/laptop,windows,ssd,128.0,13.0,,microsoft_i5_mid
hp,650.0,Unknown,intel,i7,1.8,notebook/laptop,windows,ssd,512.0,15.6,16.0,hp_i7_standard
dell,368.8,Used,intel,i5,3.0,notebook/laptop,windows,unknown,480.0,14.0,,dell_i5_mid
dell,90.0,Unknown,intel,celeron,1.1,notebook/laptop,windows,ssd,128.0,11.6,4.0,dell_celeron_small
other,184.9,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
hp,101.25,Used,other,other,,other,unknown,unknown,,,,hp_other_unknown
hp,300.0,Refurbished,amd,ryzen3,2.0,notebook/laptop,windows,ssd,,14.0,16.0,hp_ryzen3_mid
asus,42.0,Used,other,celeron,1.6,other,chrome,ssd,16.0,11.6,4.0,asus_celeron_small
asus,25.0,Unknown,intel,celeron,1.6,notebook/laptop,chrome,emmc,,11.6,4.0,asus_celeron_small
microsoft,739.0,Unknown,amd,ryzen7,2.0,notebook/laptop,windows,ssd,512.0,15.0,8.0,microsoft_ryzen7_standard
hp,380.0,New,other,other,,notebook/laptop,unknown,unknown,,,,hp_other_unknown
lenovo,95.0,Used,intel,i5,2.4,notebook/laptop,windows,ssd,256.0,14.0,8.0,lenovo_i5_mid
other,95.7,For Parts,other,other,,notebook/laptop,unknown,other,,,,other_other_unknown
other,69.6,Used,intel,other,1.44,notebook/laptop,linux,emmc,32.0,11.0,2.0,other_other_small
lenovo,630.0,Refurbished,intel,i7,1.3,notebook/laptop,windows,ssd,512.0,15.6,16.0,lenovo_i7_standard
dell,150.0,Unknown,intel,i5,2.4,notebook/laptop,windows,ssd,512.0,14.0,16.0,dell_i5_mid
dell,85.0,Used,other,i5,2.3,notebook/laptop,windows,ssd,128.0,12.5,8.0,dell_i5_mid
hp,699.5,Refurbished,intel,i7,4.1,notebook/laptop,windows,ssd,512.0,15.6,16.0,hp_i7_standard
dell,87.0,Used,intel,i5,2.4,notebook/laptop,windows,ssd,512.0,14.0,8.0,dell_i5_mid
lenovo,600.0,Unknown,nvidia,ryzen5,3.3,notebook/laptop,windows,ssd,256.0,15.6,8.0,lenovo_ryzen5_standard
lenovo,84.94,Unknown,other,i5,2.6,notebook/laptop,windows,hdd/ssd,500.0,14.0,8.0,lenovo_i5_mid
other,250.0,New,other,other,,notebook/laptop,unknown,ssd,512.0,15.6,16.0,other_other_standard
asus,50.0,Unknown,intel,celeron,,other,windows,unknown,4.0,14.0,4.0,asus_celeron_mid
hp,454.2,Open Box,amd,ryzen7,4.3,notebook/laptop,windows,ssd,512.0,15.6,8.0,hp_ryzen7_standard
dell,489.0,Refurbished,nvidia,i7,1.8,notebook/laptop,windows,hdd/ssd,2048.0,17.3,16.0,dell_i7_large
dell,291.0,Used,nvidia,i5,2.6,notebook/laptop,windows,unknown,120.0,14.0,,dell_i5_mid
dell,370.8,Used,intel,i5,3.1,notebook/laptop,windows,unknown,480.0,14.0,,dell_i5_mid
other,19.95,Unknown,other,other,,notebook/laptop,windows,unknown,,15.6,,other_other_standard
hp,27.98,Used,other,other,1.66,notebook/laptop,unknown,hdd/ssd,1024.0,10.1,1.0,hp_other_small
lenovo,225.0,Used,other,i5,1.7,notebook/laptop,windows,ssd,256.0,15.0,4.0,lenovo_i5_standard
dell,679.0,Refurbished,other,i7,,notebook/laptop,unknown,unknown,512.0,15.6,16.0,dell_i7_standard
lenovo,1012.5,Unknown,nvidia,i5,2.5,notebook/laptop,windows,ssd,512.0,15.6,8.0,lenovo_i5_standard
lenovo,150.0,Used,intel,i5,1.2,notebook/laptop,unknown,ssd,256.0,12.0,8.0,lenovo_i5_small
asus,600.0,For Parts,other,i7,,notebook/laptop,unknown,hdd/ssd,,17.0,,asus_i7_large
asus,60.0,Used,other,other,1.8,notebook/laptop,chrome,emmc,16.0,10.1,4.0,asus_other_small
hp,100.0,Used,other,i5,2.5,notebook/laptop,windows,unknown,,14.0,,hp_i5_mid
dell,144.9,Refurbished,intel,i5,2.6,notebook/laptop,windows,ssd,256.0,14.0,8.0,dell_i5_mid
dell,375.0,Used,intel,i7,1.7,notebook/laptop,windows,ssd,256.0,12.0,8.0,dell_i7_small
dell,120.0,Used,other,i7,2.6,notebook/laptop,windows,hdd/ssd,500.0,15.6,,dell_i7_standard
dell,35.0,Unknown,other,celeron,1.4,other,chrome,ssd,16.0,11.6,4.0,dell_celeron_small
other,147.0,For Parts,nvidia,i7,2.4,notebook/laptop,windows,hdd/ssd,750.0,14.0,8.0,other_i7_mid
lenovo,65.0,Used,other,i5,1.6,notebook/laptop,unknown,unknown,,14.0,4.0,lenovo_i5_mid
dell,99.94,Used,other,i3,,notebook/laptop,windows,hdd/ssd,320.0,14.0,8.0,dell_i3_mid
dell,313.5,Used,intel,i5,2.7,notebook/laptop,windows,unknown,120.0,14.0,,dell_i5_mid
dell,302.8,Used,intel,i5,3.0,notebook/laptop,windows,unknown,240.0,14.0,,dell_i5_mid
dell,375.0,Used,intel,i5,2.6,notebook/laptop,windows,unknown,480.0,14.0,,dell_i5_mid
acer,69.94,Unknown,intel,celeron,1.1,notebook/laptop,chrome,emmc,64.0,14.0,4.0,acer_celeron_mid
asus,75.94,Used,other,other,,other,unknown,unknown,,,,asus_other_unknown
other,400.0,Used,amd,pentium,1.86,notebook/laptop,windows,hdd/ssd,80.0,14.0,1.0,other_pentium_mid
other,345.0,Used,other,i7,1.9,other,windows,ssd,512.0,13.3,16.0,other_i7_mid
dell,422.0,Used,intel,i5,2.8,notebook/laptop,windows,unknown,240.0,12.5,,dell_i5_mid
dell,600.0,Used,intel,i7,2.4,notebook/laptop,windows,hdd/ssd,2048.0,17.3,16.0,dell_i7_large
acer,199.9,Unknown,intel,other,,notebook/laptop,chrome,emmc,64.0,13.0,64.0,acer_other_mid
other,32.75,Open Box,other,other,,other,unknown,unknown,,7.2,,other_other_small
dell,289.8,Used,intel,i5,3.0,notebook/laptop,windows,unknown,120.0,14.0,,dell_i5_mid
other,284.2,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,420.0,Refurbished,intel,i7,1.9,notebook/laptop,windows,ssd,1024.0,15.6,32.0,dell_i7_standard
dell,100.0,Unknown,other,other,,notebook/laptop,unknown,unknown,,,,dell_other_unknown
dell,327.8,Used,intel,i5,2.6,notebook/laptop,windows,unknown,240.0,14.0,,dell_i5_mid
other,38.0,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
asus,172.8,Unknown,intel,pentium,1.1,notebook/laptop,windows,emmc,64.0,14.0,4.0,asus_pentium_mid
dell,345.0,Used,intel,i5,2.7,notebook/laptop,windows,unknown,240.0,14.0,,dell_i5_mid
lenovo,188.0,Used,intel,i5,1.6,notebook/laptop,windows,ssd,256.0,14.0,8.0,lenovo_i5_mid
hp,100.0,Used,intel,i5,2.4,notebook/laptop,windows,hdd/ssd,128.0,15.6,8.0,hp_i5_standard
dell,890.0,Used,other,i7,,notebook/laptop,unknown,ssd,512.0,14.0,32.0,dell_i7_mid
dell,230.0,Refurbished,other,other,2.4,other,windows,ssd,1024.0,14.0,16.0,dell_other_mid
dell,100.0,Used,other,i7,2.8,notebook/laptop,windows,ssd,64.0,11.0,16.0,dell_i7_small
lenovo,269.8,Used,intel,other,1.6,other,windows,unknown,256.0,14.0,16.0,lenovo_other_mid
microsoft,225.5,Used,nvidia,other,,other,unknown,unknown,,13.5,,microsoft_other_mid
other,13.8,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,442.8,Used,intel,i5,2.8,notebook/laptop,windows,unknown,240.0,12.5,,dell_i5_mid
lenovo,392.0,Used,intel,i5,2.8,notebook/laptop,windows,unknown,240.0,14.0,,lenovo_i5_mid
other,289.8,Unknown,other,other,1.8,other,windows,unknown,81.0,15.4,1.0,other_other_standard
lenovo,560.0,Open Box,other,i7,2.8,notebook/laptop,windows,ssd,512.0,15.6,16.0,lenovo_i7_standard
dell,88.56,Used,other,other,,other,unknown,unknown,,,,dell_other_unknown
dell,299.0,Refurbished,amd,ryzen5,2.1,notebook/laptop,windows,ssd,256.0,14.0,8.0,dell_ryzen5_mid
dell,749.0,Refurbished,intel,i5,,notebook/laptop,windows,ssd,512.0,13.4,8.0,dell_i5_mid
dell,249.0,Used,intel,i5,1.7,notebook/laptop,windows,ssd,256.0,13.3,8.0,dell_i5_mid
dell,157.5,Used,other,i5,2.4,notebook/laptop,windows,ssd,512.0,12.5,12.0,dell_i5_mid
other,173.0,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,433.2,Used,intel,i5,3.0,notebook/laptop,windows,ssd,240.0,15.6,,other_i5_standard
other,700.0,Unknown,nvidia,i7,2.6,notebook/laptop,windows,ssd,512.0,15.6,16.0,other_i7_standard
lenovo,911.0,Unknown,intel,i5,1.6,notebook/laptop,windows,ssd,256.0,15.6,8.0,lenovo_i5_standard
dell,799.0,Open Box,intel,i5,,notebook/laptop,windows,ssd,512.0,14.0,16.0,dell_i5_mid
acer,273.0,Open Box,other,ryzen3,3.5,notebook/laptop,windows,ssd,128.0,,4.0,acer_ryzen3_unknown
lenovo,350.0,Used,amd,ryzen7,1.7,notebook/laptop,unknown,ssd,512.0,14.0,16.0,lenovo_ryzen7_mid
lenovo,160.0,Unknown,other,i5,2.6,notebook/laptop,windows,ssd,256.0,14.0,8.0,lenovo_i5_mid
